label,translation
United States presidential election in New York  1928,Präsidentschaftswahl in der Vereinigte Staat 1928 in New York
1936 United States presidential election in New York,US-Präsidentschaftswahl 1936 in New York
United States presidential election in New York  1936,US-Präsidentschaftswahl 1936 in New York
1944 United States presidential election in New York,US-Präsidentschaftswahl 1944 in New York
United States presidential election in New York  1944,US-Präsidentschaftswahl in New York 1944
1956 United States presidential election in New York,US-Präsidentschaftswahl 1956 in New York
United States presidential election in New York  1956,Präsidentschaftswahl in der Vereinigte Staat 1956 in New York
1968 United States presidential election in New York,US-Präsidentschaftswahl 1968 in New York
United States presidential election in New York  1968,US-Präsidentschaftswahl in New York 1968
1988 United States presidential election in Ohio,Präsidentschaftswahl in der Vereinigte Staat 1988 in Ohio
United States presidential election in Ohio  1988,Präsidentschaftswahl in der Vereinigte Staat in Ohio 1988
1964 United States presidential election in Pennsylvania,Präsidentschaftswahl in der Vereinigte Staat 1964 in Pennsylvania
United States presidential election in Pennsylvania  1964,US-Präsidentschaftswahl 1964 in Pennsylvania
2012 United States presidential election in Nevada,US-Präsidentschaftswahl 2012 in Nevada
United States presidential election in Nevada  2012,Präsidentschaftswahl in der Vereinigte Staat 2012
1996 United States presidential election in Michigan,Präsidentschaftswahl in der Vereinigte Staat 1996 in Michigan
United States presidential election in Michigan  1996,Präsidentschaftswahl in der Vereinigte Staat 1996
Pilon fracture,Pilonfraktur
2016 United States Senate election in Arizona,Senatswahl in der Vereinigte Staat 2016 in Arizona
United States Senate election in Arizona  2016,Senatswahl in der Vereinigte Staat 2016
herpes gladiatorum,Herpes Gladiatorum
Impacted wisdom,Beeinflusste Weisheit
Mitsubishi-Sikorsky SH-60J,Mitsubishi-Sikorsky SH-60J
Mitsubishi SH-60J,Mitsubishi SH-60J
2018 FIFA World Cup qualification – AFC Third Round,FIFA WM 2018 Qualifikation – AFC Dritte Rund
2018 FIFA World Cup qualification - AFC Third Round,FIFA WM 2018 Qualifikation - AFC Dritte Rund
2017 Atlanta mayoral election,Bürgermeisterwahl in Atlanta 2017
Atlanta mayoral election  2017,Bürgermeisterwahl in Atlanta 2017
AISECT University,AISECT Universität
Carlton Mid Triangular Series in Australia in 2014–15,Carlton Mid Triangular Series in Australien 2014–15
Carlton Mid Triangular Series in Australia in 2014-15,Carlton Mid Triangular Series in Australien im Jahr 2014-15
Lakshmibai National University of Physical Education,Lakshmibai Nationale Universität für Leibeserziehung
Lakshmibai College of Physical Education,Lakshmibai Hochschule für Leibeserziehung
1980 United States presidential election in Virginia,Präsidentschaftswahl in der Vereinigte Staat 1980
United States presidential election in Virginia  1980,Präsidentschaftswahl in der Vereinigte Staat in Virginia 1980
public interest law,Recht der öffentlich Interesse
list of awards and nominations received by Got7,Liste der Auszeichnung und Nominierung von Got7
Nigeria Security and Civil Defence Corps,Nigeria Sicherheits- und Zivilschutzkorps
field hockey at the 2016 Summer Olympics – men's tournament,Olympisch Sommerspiele 2016/Teilnehmer (Männer-Turnier)
field hockey at the 2016 Summer Olympics - men's tournament,Olympisch Sommerspiele 2016/Teilnehmer - Männer-Turnier
Ryu ga Gotoku Studio,Ryu ga Gotoku Studio
1998 Brazilian presidential election,Präsidentschaftswahl in Brasilien 1998
Crave TV,Begierde TV
2016 North Dakota gubernatorial election,Gouverneurswahl in North Dakota 2016
North Dakota gubernatorial election  2016,Gouverneurswahl in North Dakota 2016
Angkasa Pura II,Angkasa Pura II
Bihar Legislative Assembly election  2015,Wahl der gesetzgebenden Versammlung in Bihar 2015
2016 United States House of Representatives elections in Florida,Wahl zum Repräsentantenhaus der Vereinigte Staat 2016
United States House of Representatives elections in Florida  2016,Wahl zum Repräsentantenhaus der Vereinigte Staat in Florida 2016
2018 FIFA World Cup qualification – AFC Fourth Round,FIFA WM 2018 Qualifikation – AFC Vierter Rund
2018 FIFA World Cup qualification - AFC Fourth Round,FIFA WM 2018 Qualifikation - AFC Vierter Rund
Boston bid for the 2024 Summer Olympics,Boston bewerben sich für der Olympische Sommerspiele 2024
The Executive Office of the President of the Republic of Indonesia,Der Exekutivbüro der Präsident der Republik Indonesien
MiniTool Partition Wizard,MiniTool-Partitionsassistent
2016 New Hampshire gubernatorial election,Gouverneurswahl in New Hampshire 2016
New Hampshire gubernatorial election  2016,Gouverneurswahl in New Hampshire 2016
League of Legends Masters Series,League of Legends - Der Meisterserie
2015 Haitian presidential election,Präsidentschaftswahl in Haiti 2015
Haitian presidential election  2015,Präsidentschaftswahl in Haiti 2015
2018 FIFA World Cup qualification – CONCACAF Fifth Round,FIFA WM 2018 Qualifikation – CONCACAF Fünfter Rund
Kumpulan ELITE,Kumpulan ELITE
Turkish idealism,Türkischer Idealismus
San Lorenzo de Almagro basketball,San Lorenzo de Almagro Basketball
Women’s Equality Party,Frauengleichstellungspartei
Women's Equality Party of New York,Frauengleichstellungspartei New York
2017 UEFA Super Cup,UEFA-Superpokal 2017
2016 United States Senate election in North Dakota,Senatswahl in der Vereinigte Staat 2016 in North Dakota
United States Senate election in North Dakota  2016,Senatswahl in der Vereinigte Staat in North Dakota 2016
Baahubali franchise,Baahubali Franchise
Production of Baahubali,Herstellung von Baahubali
1980 United States presidential election in Georgia,Präsidentschaftswahl in der Vereinigte Staat 1980 in Georgia
United States presidential election in Georgia  1980,Präsidentschaftswahl in der Vereinigte Staat 1980
1980 United States presidential election in Tennessee,Präsidentschaftswahl in der Vereinigte Staat 1980 in Tennessee
United States presidential election in Tennessee  1980,US-Präsidentschaftswahl in Tennessee 1980
1980 United States presidential election in the District of Columbia,Präsidentschaftswahl in der Vereinigte Staat 1980 im District of Columbia
United States presidential election in the District of Columbia  1980,Präsidentschaftswahl in der Vereinigte Staat im District of Columbia 1980
FC Olimpiyets Nizhny Novgorod,FC Olimpiyets Nischni Nowgorod
FC Nizhny Novgorod,FC Nischni Nowgorod
We  the Citizens!,Ich der Bürger!
Dacia Sandero II,Dacia Sandero II
Barcelona City Council election  2019,Wahl zum Stadtrat von Barcelona 2019
2016 Supercopa de España,2016 Supercopa de España
October 2015 Speaker of the United States House of Representatives election,Oktober 2015 Wahl zum Sprecher der Repräsentantenhauses der Vereinigte Staat
Speaker of the United States House of Representatives election  October 2015,Wahl der Präsident der Vereinigte Staat zum Repräsentantenhaus Oktober 2015
Go competition,Wettkampf gehen
Go tournament,Turnier gehen
2017 New Jersey gubernatorial election,Gouverneurswahl in New Jersey 2017
New Jersey gubernatorial election  2017,Gouverneurswahl in New Jersey 2017
2015–16 UEFA Europa League knockout phase,UEFA Europa League K.o.-Phase 2015/16
2015-16 UEFA Europa League knockout phase,2015-16 UEFA Europa League K.o.-Phase
UVT Aero,UVT Aero
Tashkent state institute of Oriental studies,Staatliches Institut für Orientalistik in Taschkent
NEVER Openweight 6-Man Tag Team Championship,NIEMALS Openweight 6-Man Tag Team Championship
Purple bricks,Lila Ziegelsteine
Bolivarian Military University of Venezuela,Bolivarischen Militäruniversität von Venezuela
LG V series,LG V-Serie
2016 United States presidential election in Hawaii,Präsidentschaftswahl in der Vereinigte Staat 2016 auf Hawaii
United States presidential election in Hawaii  2016,Präsidentschaftswahl in der Vereinigte Staat 2016
2016 United States presidential election in Delaware,Präsidentschaftswahl in der Vereinigte Staat 2016 in Delaware
United States presidential election in Delaware  2016,Präsidentschaftswahl in der Vereinigte Staat 2016
2016 United States presidential election in Georgia,Präsidentschaftswahl in der Vereinigte Staat 2016 in Georgia
United States presidential election in Georgia  2016,Präsidentschaftswahl in der Vereinigte Staat 2016
2016 United States presidential election in Maryland,Präsidentschaftswahl in der Vereinigte Staat 2016 in Maryland
United States presidential election in Maryland  2016,Präsidentschaftswahl in der Vereinigte Staat 2016
2016 United States presidential election in New Mexico,Präsidentschaftswahl in der Vereinigte Staat 2016 in New Mexico
United States presidential election in New Mexico  2016,Präsidentschaftswahl in der Vereinigte Staat 2016
2016 United States presidential election in Wisconsin,Präsidentschaftswahl in der Vereinigte Staat 2016 in Wisconsin
United States presidential election in Wisconsin  2016,US-Präsidentschaftswahl in Wisconsin 2016
Kastamonu Bld. GSK,Kastamonu Bld. GSK
Ford Mustang RTR,Ford Mustang RTR
water polo at the 2016 Summer Olympics – men's tournament,Olympisch Sommerspiele 2016/Teilnehmer/Mann
water polo at the 2016 Summer Olympics - men's tournament,Wasserball/Olympisch Sommerspiele 2016/Herren-Turnier
Delfines del Este FC,Delfines del Este FC
JJY Band,JJY Band
The People of Family,Der Mensch der Familie
Il Popolo della Famiglia,Il Popolo della Famiglia
fried cheese,gebraten Käse
UFC Fight Pass,UFC-Kampfpass
2016 Tokyo gubernatorial election,Gouverneurswahl in Tokio 2016
Tokyo gubernatorial election  2016,Gouverneurswahl in Tokio 2016
beach volleyball at the 2016 Summer Olympics – men's tournament,Beachvolleyball/Olympisch Sommerspiele 2016/Herrenturnier
beach volleyball at the 2016 Summer Olympics - men's tournament,Beachvolleyball/Olympisch Sommerspiele 2016/Herren-Turnier
FamilyMart UNY Holdings,FamilyMart Deutschen Gesellschaft für Rechtspflege e.V
FamilyMart UNY Holdings Co. Ltd.,FamilyMart-UNY-Holding Co. Ltd.
FUJITSU RedWave,FUJITSU-RedWave
1964 United States presidential election in Mississippi,Präsidentschaftswahl in der Vereinigte Staat 1964 in Mississippi
United States presidential election in Mississippi  1964,US-Präsidentschaftswahl 1964 in Mississippi
IRBM Science Park,IRBM Wissenschaftspark
2017 Gujarat Legislative Assembly election,Wahl der Legislativversammlung in Gujarat 2017
Gujarat Legislative Assembly election  2017,Wahl der Legislativversammlung in Gujarat 2017
1976 United States presidential election in Tennessee,Präsidentschaftswahl in der Vereinigte Staat 1976 in Tennessee
United States presidential election in Tennessee  1976,US-Präsidentschaftswahl in Tennessee 1976
13q deletion syndrome,13q Deletionssyndrom
2017 West Midlands mayoral election,Bürgermeisterwahl in West Midlands 2017
West Midlands mayoral election  2017,Bürgermeisterwahl in West Midlands 2017
Eleições para Governador da Flórida de 2018,Eleiões para Governador da Flórida de 2018
Eleições para Governador da Flórida de 2018,Eleiões para Governador da Flórida de 2018
2018 South Carolina gubernatorial election,Gouverneurswahl in South Carolina 2018
South Carolina gubernatorial election  2018,Gouverneurswahl in South Carolina 2018
TRX System,TRX System
nWave Pictures,nWave Bild
SRT Tomahawk,SRT Tomahawk
League of Legends: Season 2 World Championship,League of Legends: Saison 2 Weltmeisterschaft
AntiMOG associated encephalomyelitis,AntiMOG-assoziierte Enzephalomyelitis
occupational health,Gesundheitsschutz am Arbeitsplatz
work health,Gesundheit am Arbeitsplatz
2015 Kerala local body elections,Kommunalwahl in Kerala 2015
Magic-kyun Renaissance,Magie-kyun Renaissance
gymnastics at the 2016 Summer Olympics – women's vault,Olympisch Sommerspiele 2016/Teilnehmer/Frau
gymnastics at the 2016 Summer Olympics - women's vault,Olympisch Sommerspiele 2016/Turnen - Frau Voltigieren
Fundidores LFA,Fundidores LFA
2017 FIBA Under-19 World Championship,FIBA U19-Weltmeisterschaft 2017
2017 AFL season,AFL-Saison 2017
FIA Prize Giving Ceremony,FIA Preisverleihung
Divisiones inferiores de Boca Juniors,Divisiones inferiores de Boca Juniors
2016 Southern Chile earthquake,Erdbeben in Südchile 2016
2016 Chiloé earthquake,Erdbeben in Chiloé 2016
CUHK Medical Centre,CUHK Medizinisches Zentrum
Indian Institute of Information Technology  Pune,Indisches Institut für Informationstechnologie Pune
Trunajaya rebellion,Trunajaya Rebellion
Trunajaya uprising,Trunajaya Aufstand
2018 Wisconsin gubernatorial election,Gouverneurswahl in Wisconsin 2018
Wisconsin gubernatorial election  2018,Gouverneurswahl in Wisconsin 2018
2018 Oklahoma gubernatorial election,Gouverneurswahl in Oklahoma 2018
